nid,openchannels,capacity
1871,0,0
1872,1,50807
1873,1,1050000
1874,0,0
1875,0,0
1876,2,15000
1877,1,2600000
1878,0,0
1879,2,136035
1880,9,7200609
1881,1,289768
1882,11,3950000
1883,1,100000
1884,1,100000
1885,4,15000000
1886,11,1419544
1887,17,86778663
1888,0,0
1889,4,1266594
1890,0,0
1891,2,340892
1892,2,2442694
1893,0,0
1894,18,360000
1895,1,100000
1896,1,1500
1897,1,100000
1898,3,6100
1899,2,201500
1900,1,36000
1901,3,2403864
1902,23,57752565
1903,1,50000
1904,3,14150
1905,15,25709444
1906,0,0
1907,0,0
1908,3,5070000
1909,0,0
1910,5,339000
1911,1,200000
1912,0,0
1913,21,69046266
1914,6,6443245
1915,0,0
1916,1,100000
1917,1,50000
1918,0,0
1919,1,286470
1920,1,400000
1921,1,107923
1922,1,60000
1923,8,1063222
1924,5,428566
1925,0,0
1926,0,0
1927,4,15800000
1928,1,30000
1929,24,5749294
1930,1,100000
1931,1,100000
1932,0,0
1933,22,53565212
1934,6,508435
1935,0,0
1936,1,20000
1937,2,40000
1938,1,20000
1939,77,11446441
1940,2,550000
1941,1,60000
1942,5,330000
1943,11,10550000
1944,0,0
1945,0,0
1946,1,2000000
1947,0,0
1948,3,700000
1949,2,900000
1950,6,6370000
1951,6,1724911
1952,0,0
1953,1,3434928
1954,0,0
1955,3,35000
1956,3,30000
1957,0,0
1958,1,600000
1959,0,0
1960,283,646923690
1961,0,0
1962,2,200000
1963,1,1000000
1964,0,0
1965,1,3196552
1966,0,0
1967,1,60000
1968,0,0
1969,0,0
1970,2,330000
1971,2,231050
1972,1,100000
1973,0,0
1974,0,0
1975,0,0
1976,9,10373337
1977,17,52875127
1978,0,0
1979,0,0
1980,9,8903305
1981,9,5493379
1982,42,55008570
1983,2,557615
1984,6,2330149
1985,0,0
1986,2,2324486
1987,0,0
1988,1,250000
1989,0,0
1990,0,0
1991,0,0
1992,2,389829
1993,1,50000
1994,1,400000
1995,0,0
1996,1,47000
1997,0,0
1998,0,0
1999,0,0
2000,1,70000
2001,18,15342900
2002,0,0
2003,1,60000
2004,0,0
2005,0,0
2006,0,0
2007,2,802879
2008,3,500000
2009,0,0
2010,8,1550000
2011,0,0
2012,0,0
2013,1,1193061
2014,3,12600
2015,1,100000
2016,0,0
2017,1,20000
2018,10,708882029
2019,8,9300000
2020,8,83700
2021,2,7000
2022,0,0
2023,1,1000000
2024,1,29823
2025,1,200000
2026,5,20934425
2027,5,2925000
2028,1,100000
2029,1,5000
2030,16,31910858
2031,14,3613197
2032,2,161337
2033,3,300000
2034,0,0
2035,0,0
2036,1,100000
2037,1,153000
2038,1,100000
2039,0,0
2040,8,4691668
2041,3,2276782
2042,1,588047
2043,0,0
2044,8,10005237
2045,5,8600000
2046,1,320439
2047,1,50000
2048,1,100000
2049,6,219000
2050,4,1561816
2051,1,5000
2052,32,63039867
2053,0,0
2054,0,0
2055,0,0
2056,1,1000000
2057,0,0
2058,32,94030322
2059,4,2031000
2060,0,0
2061,0,0
2062,2,82647
2063,0,0
2064,0,0
2065,0,0
2066,0,0
2067,11,5188388
2068,87,580263333
2069,3,5350000
2070,1,100000
2071,9,3575550
2072,5,372000
2073,3,9787188
2074,1,100000
2075,3,1178345
2076,0,0
2077,1,2500000
2078,1,199135
2079,4,1156337
2080,0,0
2081,10,4926839
2082,1,200000
2083,1,100000
2084,2,155009
2085,0,0
2086,2,93290
2087,4,1700000
2088,1,2000
2089,2,12300000
2090,12,23087326
2091,1,10000
2092,1,92294
2093,0,0
2094,0,0
2095,2,47198
2096,6,2835085
2097,0,0
2098,10,409050
2099,4,405000
2100,2,157409
2101,15,10367201
2102,4,17345772
2103,0,0
2104,36,105778950
2105,0,0
2106,0,0
2107,0,0
2108,2,430142
2109,0,0
2110,5,8832649
2111,12,26829067
2112,24,26084352
2113,0,0
2114,2,1300000
2115,10,26118030
2116,11,12517874
2117,3,2100000
2118,0,0
2119,4,400000
2120,3,257536
2121,0,0
2122,20,39193675
2123,3,80000
2124,0,0
2125,1,20000
2126,0,0
2127,1,187772
2128,3,130000
2129,0,0
2130,2,40000
2131,1,100000
2132,17,3673241
2133,0,0
2134,1,200000
2135,0,0
2136,1,20000
2137,2,92722
2138,0,0
2139,0,0
2140,1,100000
2141,53,293000978
2142,6,2718077
2143,6,4019677
2144,2,1997109
2145,0,0
2146,5,564991
2147,1,143122
2148,1,50000
2149,0,0
2150,0,0
2151,2,80000
2152,1,35748
2153,0,0
2154,1,130972
2155,14,25758027
2156,0,0
2157,2,15000000
2158,5,240000
2159,3,27750000
2160,13,416100
2161,1,100000
2162,0,0
2163,7,31730031
2164,0,0
2165,7,419942
2166,1,90000
2167,0,0
2168,1,60000
2169,2,100000
2170,0,0
2171,0,0
2172,16,10739319
2173,0,0
2174,1,450957
2175,0,0
2176,0,0
2177,8,31000000
2178,3,220042
2179,0,0
2180,1,100000
2181,3,3370000
2182,0,0
2183,1,100000
2184,1,100000
2185,0,0
2186,3,547707
2187,2,6000000
2188,2,40000
2189,6,1061541
2190,4,5872
2191,0,0
2192,1,2383727
2193,0,0
2194,3,303789
2195,9,24000000
2196,1,100000
2197,0,0
2198,4,1439682
2199,0,0
2200,1,500000
2201,0,0
2202,0,0
2203,2,1141074
2204,0,0
2205,0,0
2206,0,0
2207,0,0
2208,2,4000
2209,3,181337
2210,1,1000000
2211,0,0
2212,5,3677949
2213,0,0
2214,1,84000
2215,0,0
2216,0,0
2217,10,9399291
2218,0,0
2219,0,0
2220,0,0
2221,1,60000
2222,0,0
2223,3,1331337
2224,2,305462
2225,2,2124320
2226,0,0
2227,16,5722859
2228,5,2972739
2229,0,0
2230,0,0
2231,1,229000
2232,1,500000
2233,0,0
2234,4,122150
2235,0,0
2236,0,0
2237,1,2100000
2238,7,14069651
2239,0,0
2240,0,0
2241,0,0
2242,5,3711924
2243,1,400000
2244,1,290545
2245,58,248094748
2246,78,329429932
2247,3,202284
2248,1,100000
2249,2,7128070
2250,4,3350000
2251,0,0
2252,1,1234
2253,0,0
2254,0,0
2255,1,600000
2256,2,60000
2257,2,6000
2258,21,2428646
2259,9,7000000
2260,3,12900000
2261,4,80000
2262,5,1400000
2263,5,45150
2264,0,0
2265,1,1500000
2266,0,0
2267,2,5100000
2268,2,600000
2269,0,0
2270,0,0
2271,0,0
2272,0,0
2273,50,74034556
2274,0,0
2275,13,45977762
2276,7,7548698
2277,1,100000
2278,9,17721719
2279,0,0
2280,284,2506082749
2281,8,12650
2282,1,500000
2283,0,0
2284,0,0
2285,3,17455384
2286,2,160000
2287,1,90000
2288,0,0
2289,1,100000
2290,2,5000
2291,1,60000
2292,11,992100
2293,1,100000
2294,4,10139200
2295,0,0
2296,152,658800958
2297,0,0
2298,0,0
2299,18,1799946
2300,1,167410
2301,1,5000000
2302,1,100000
2303,15,344150
2304,1,44949
2305,0,0
2306,1,550900
2307,5,138048
2308,2,6000
2309,7,624097
2310,0,0
2311,2,145000
2312,0,0
2313,1,1000000
2314,17,5277352
2315,3,750000
2316,5,9061271
2317,4,9018053
2318,0,0
2319,0,0
2320,36,56258366
2321,1,20000
2322,0,0
2323,2,728685
2324,1,5000000
2325,7,2110728
2326,1,2000
2327,2,246146
2328,3,570000
2329,2,200000
2330,0,0
2331,6,289100
2332,0,0
2333,0,0
2334,1,4000000
2335,2,26000
2336,1,122100
2337,1,60000
2338,6,682230
2339,0,0
2340,5,7664297
2341,8,1878452
2342,1,100000
2343,0,0
2344,1,60000
2345,0,0
2346,0,0
2347,3,3200
2348,1,76831
2349,24,29360206
2350,1,100000
2351,0,0
2352,0,0
2353,0,0
2354,1,100000
2355,3,700000
2356,5,1383322
2357,0,0
2358,0,0
2359,3,655900
2360,1,754686
2361,1,600000
2362,0,0
2363,7,10387230
2364,1,64259
2365,0,0
2366,61,481798923
2367,7,5485272
2368,2,550000
2369,2,83427
2370,2,1000000
2371,4,3905570
2372,3,65050
2373,2,1500000
2374,0,0
2375,3,1337794
2376,0,0
2377,7,10720834
2378,0,0
2379,0,0
2380,9,7327249
2381,0,0
2382,0,0
2383,0,0
2384,0,0
2385,0,0
2386,3,327254
2387,3,5102345
2388,1,100000
2389,7,175000
2390,1,100000
2391,1,233758
2392,0,0
2393,1,500000
2394,13,3167000
2395,0,0
2396,1,200000
2397,1,198530
2398,1,290000
2399,0,0
2400,40,60462719
2401,2,40000
2402,8,765306
2403,1,44755
2404,2,40000
2405,2,125000
2406,6,11734274
2407,0,0
2408,1,514512
2409,2,250249
2410,4,40000
2411,0,0
2412,0,0
2413,0,0
2414,4,17329673
2415,44,154212974
2416,0,0
2417,0,0
2418,1,5000000
2419,1,25000
2420,0,0
2421,1,500000
2422,35,93562751
2423,11,8306738
2424,1,195293
2425,3,2171611
2426,0,0
2427,1,500000
2428,1,30000
2429,0,0
2430,1,200000
2431,6,13586351
2432,2,200000
2433,25,1601465
2434,6,29821164
2435,0,0
2436,1,30000
2437,0,0
2438,1,130048
2439,2,160000
2440,1,80000
2441,1,150000
2442,8,15914708
2443,1,385000
2444,0,0
2445,6,525000
2446,0,0
2447,1,100000
2448,5,8761337
2449,0,0
2450,0,0
2451,2,8821
2452,1,50000
2453,61,291675259
2454,1,100000
2455,64,60970958
2456,0,0
2457,3,240000
2458,1,100000
2459,1,100000
2460,1,163774
2461,0,0
2462,2,100000
2463,0,0
2464,1,100000
2465,0,0
2466,5,24550
2467,0,0
2468,1,500000
2469,1,100000
2470,59,133492608
2471,1,10000
2472,0,0
2473,0,0
2474,1,500000
2475,11,17766997
2476,0,0
2477,3,383418
2478,1,2000000
2479,0,0
2480,5,10727152
2481,0,0
2482,0,0
2483,0,0
2484,0,0
2485,0,0
2486,0,0
2487,1,50000
2488,0,0
2489,3,405000
2490,1,750000
2491,1,30000
2492,0,0
2493,4,4700000
2494,5,3918924
2495,0,0
2496,5,15001089
2497,0,0
2498,3,750000
2499,0,0
2500,14,51084330
2501,1,145706
2502,0,0
2503,4,1000000
2504,1,4000000
2505,4,2360000
2506,7,800000
2507,1,200000
2508,0,0
2509,1,20000
2510,1,9600
2511,2,5400000
2512,0,0
2513,1,95608
2514,5,771085
2515,2,470800
2516,44,109248268
2517,13,1260000
2518,1,100000
2519,10,1770000
2520,2,1600000
2521,6,22530604
2522,0,0
2523,1,2000000
2524,0,0
2525,0,0
2526,0,0
2527,52,101137069
2528,0,0
2529,0,0
2530,0,0
2531,3,85000
2532,1,2000000
2533,2,4109795
2534,19,47999664
2535,0,0
2536,1,25000
2537,2,51150
2538,1,477100
2539,0,0
2540,0,0
2541,5,1465550
2542,1,2601751
2543,6,426321
2544,3,296745
2545,1,100000
2546,1,5898964
2547,1,1731891
2548,2,1354326
2549,2,2901558
2550,0,0
2551,0,0
2552,35,170097566
2553,0,0
2554,7,885080
2555,1,69725
2556,6,4272808
2557,2,43000
2558,0,0
2559,0,0
2560,1,200000
2561,1,68000
2562,0,0
2563,1,20000
2564,6,3821465
2565,1,60000
2566,17,39388198
2567,2,1999289
2568,22,11919872
2569,6,2490001
2570,0,0
2571,17,3529126
2572,2,15000000
2573,19,26587299
2574,0,0
2575,1,240000
2576,2,647513
2577,0,0
2578,1,100000
2579,0,0
2580,1,120000
2581,0,0
2582,11,24745758
2583,1,300000
2584,5,6474049
2585,0,0
2586,4,6600
2587,7,54669122
2588,0,0
2589,4,1148911
2590,3,261337
2591,1,2000
2592,0,0
2593,3,3524401
2594,10,13013680
2595,0,0
2596,0,0
2597,2,600000
2598,1,50000
2599,3,1593072
2600,3,2000000
2601,2,25555
2602,0,0
2603,0,0
2604,1,250000
2605,0,0
2606,2,100000
2607,0,0
2608,0,0
2609,2,342549
2610,4,19037215
2611,1,5000
2612,5,2434160
2613,3,852403
2614,9,18001523
2615,3,72500
2616,1,2222
2617,0,0
2618,2,526006
2619,0,0
2620,0,0
2621,1,95000
2622,2,3050
2623,0,0
2624,0,0
2625,1,98180
2626,2,11889451
2627,1,3020000
2628,7,1600000
2629,0,0
2630,8,26266643
2631,2,3800000
2632,1,200000
2633,2,750000
2634,0,0
2635,0,0
2636,0,0
2637,0,0
2638,11,1620895
2639,2,25000
2640,1,670568
2641,4,1400000
2642,7,370230
2643,4,320000
2644,0,0
2645,0,0
2646,0,0
2647,0,0
2648,1,397020
2649,3,252782
2650,9,13427353
2651,1,12600000
2652,2,1850225
2653,1,191037
2654,0,0
2655,7,4572839
2656,6,7078839
2657,22,59674512
2658,1,100000
2659,8,4750000
2660,5,390849
2661,4,1330000
2662,1,1000000
2663,0,0
2664,38,24131894
2665,5,58500
2666,0,0
2667,1,1000000
2668,2,220000
2669,8,245459
2670,0,0
2671,115,349174169
2672,3,5183523
2673,4,425181
2674,1,266885
2675,1,200000
2676,3,1051337
2677,1,81909
2678,3,179315
2679,26,40206136
2680,16,47875000
2681,12,17132231
2682,1,500000
2683,4,329737
2684,6,701522
2685,1,5000
2686,0,0
2687,1,20000
2688,0,0
2689,11,840000
2690,2,5246902
2691,7,1672132
2692,0,0
2693,87,145882547
2694,1,500000
2695,2,3121689
2696,1,100000
2697,0,0
2698,2,75428
2699,13,2346294
2700,0,0
2701,0,0
2702,0,0
2703,1,100000
2704,0,0
2705,0,0
2706,4,3698558
2707,2,700000
2708,91,1377588
2709,0,0
2710,4,236898
2711,0,0
2712,0,0
2713,1,100000
2714,1,100000
2715,0,0
2716,1,100000
2717,2,794278
2718,12,60845817
2719,4,210000
2720,6,7600000
2721,21,62786176
2722,1,100000
2723,2,231050
2724,6,2300000
2725,0,0
2726,1,20000
2727,2,6569103
2728,1,10000
2729,4,125700
2730,1,23577
2731,1,40000
2732,2,802258
2733,1,3500000
2734,0,0
2735,3,155674
2736,2,201234
2737,1,45000
2738,2,3000000
2739,0,0
2740,4,450423
2741,4,2997010
2742,2,400000
2743,18,18766361
2744,0,0
2745,0,0
2746,0,0
2747,5,1181337
2748,2,1526370
2749,0,0
2750,0,0
2751,6,2142599
2752,9,8857303
2753,1,500000
2754,0,0
2755,1,60000
2756,27,67243423
2757,0,0
2758,2,1096453
2759,16,20943713
2760,1,100000
2761,1,1500000
2762,1,51046
2763,1,2000
2764,2,876888
2765,1,100000
2766,1,1000000
2767,1,425432
2768,5,31000
2769,7,16805924
2770,1,100000
2771,0,0
2772,0,0
2773,1,2000
2774,7,14000
2775,1,2000
2776,1,100000
2777,0,0
2778,0,0
2779,0,0
2780,2,580000
2781,1,50000
2782,5,1591327
2783,2,389999
2784,1,1500
2785,0,0
2786,14,13943981
2787,6,277265
2788,1,200000
2789,0,0
2790,10,8468539
2791,1,138212
2792,0,0
2793,4,1500000
2794,2,480000
2795,1,20000
2796,512,2034135927
2797,0,0
2798,3,3800000
2799,0,0
2800,1,50000
2801,21,26954877
2802,0,0
2803,8,1667632
2804,0,0
2805,5,37902730
2806,8,5314451
2807,1,120000
2808,2,3867772
2809,1,20000
2810,1,13143308
2811,6,442617
2812,0,0
2813,1,2000000
2814,0,0
2815,0,0
2816,1,20000
2817,0,0
2818,1,1050
2819,1,90000
2820,1,3100000
2821,2,644043
2822,1,200000
2823,6,5751906
2824,0,0
2825,3,289335
2826,2,200000
2827,0,0
2828,0,0
2829,3,159020
2830,1,31337
2831,1,300000
2832,0,0
2833,0,0
2834,12,5050313
2835,6,903966
2836,3,1500000
2837,33,189422898
2838,0,0
2839,0,0
2840,1,500000
2841,0,0
2842,0,0
2843,1,273000
2844,0,0
2845,0,0
2846,8,2675466
2847,9,12500869
2848,0,0
2849,4,141444
2850,0,0
2851,0,0
2852,3,171100
2853,1,2000
2854,0,0
2855,0,0
2856,0,0
2857,0,0
2858,2,1273316
2859,0,0
2860,3,2903808
2861,0,0
2862,1,500000
2863,0,0
2864,1,1050
2865,8,29472907
2866,0,0
2867,2,147731
2868,0,0
2869,90,1664855
2870,0,0
2871,0,0
2872,27,677440505
2873,131,292736298
2874,4,1128682
2875,8,10181053
2876,1,107539
2877,0,0
2878,44,93590188
2879,1,288180
2880,1,500000
2881,10,1690077
2882,1,1000000
2883,4,160000
2884,0,0
2885,8,20700000
2886,1,25000
2887,1,200000
2888,0,0
2889,2,2050056
2890,0,0
2891,1,2000000
2892,2,2100000
2893,62,60605447
2894,1,100000
2895,1,200000
2896,24,2800000
2897,1,100000
2898,0,0
2899,1,500000
2900,1,564771
2901,1,100000
2902,0,0
2903,0,0
2904,0,0
2905,34,124716564
2906,1,400000
2907,7,3600000
2908,2,2031570
2909,4,334825
2910,5,485300
2911,4,4434
2912,66,195200146
2913,0,0
2914,3,32100
2915,1,300000
2916,5,5584087
2917,21,3515133
2918,5,117825
2919,0,0
2920,2,5040000
2921,1,264425
2922,3,98000
2923,3,2200000
2924,0,0
2925,0,0
2926,3,202384
2927,1,500000
2928,1,100000
2929,0,0
2930,3,250000
2931,1,291446
2932,9,2331440
2933,1,60000
2934,1,60000
2935,42,28408496
2936,1,241216
2937,0,0
2938,0,0
2939,0,0
2940,2,170002
2941,0,0
2942,48,665100
2943,0,0
2944,7,323377
2945,7,12212045
2946,7,5406675
2947,1,5000000
2948,2,9193000
2949,12,25475999
2950,1,309651
2951,1,60000
2952,5,4639835
2953,0,0
2954,0,0
2955,1,100000
2956,0,0
2957,2,6820000
2958,1,400000
2959,4,8700000
2960,8,195000
2961,0,0
2962,1,3020000
2963,0,0
2964,1,70000
2965,8,6090000
2966,1,100000
2967,2,550000
2968,0,0
2969,0,0
2970,0,0
2971,1,250000
2972,0,0
2973,0,0
2974,1,200000
2975,183,1750338285
2976,1,50000
2977,1,324644
2978,1,84480
2979,0,0
2980,0,0
2981,15,1070000
2982,3,280000
2983,3,1570324
2984,1,9988777
2985,3,300000
2986,1,998876
2987,16,35072439
2988,3,240000
2989,8,236745
2990,0,0
2991,0,0
2992,0,0
2993,0,0
2994,18,1450634
2995,4,400000
2996,0,0
2997,0,0
2998,8,16147006
2999,5,3739400
3000,22,20381872
3001,1,100000
3002,7,1683023
3003,2,190000
3004,5,2694077
3005,23,15810728
3006,2,210000
3007,0,0
3008,1,75247
3009,0,0
3010,1,60000
3011,2,539851
3012,5,300000
3013,0,0
3014,15,17949806
3015,0,0
3016,0,0
3017,0,0
3018,0,0
3019,1,100000
3020,0,0
3021,4,12993973
3022,21,23910237
3023,1,250000
3024,15,16706691
3025,0,0
3026,3,310000
3027,0,0
3028,3,300000
3029,0,0
3030,4,445184
3031,0,0
3032,1,100000
3033,7,7698119
3034,2,46274
3035,9,16720259
3036,23,78355644
3037,0,0
3038,0,0
3039,0,0
3040,2,1000000
3041,0,0
3042,0,0
3043,2,60000
3044,13,7025007
3045,6,1636254
3046,0,0
3047,1,170000
3048,0,0
3049,2,550000
3050,0,0
3051,0,0
3052,5,1755926
3053,2,10756200
3054,1,100000
3055,2,740697
3056,52,369806155
3057,0,0
3058,3,2493794
3059,3,1125641
3060,1,100000
3061,0,0
3062,7,2980695
3063,2,150682
3064,3,5050
3065,0,0
3066,1,1035683
3067,4,4709756
3068,1,200000
3069,0,0
3070,13,2988003
3071,0,0
3072,0,0
3073,1,50000
3074,0,0
3075,12,62469753
3076,27,10264199
3077,1,100000
3078,0,0
3079,0,0
3080,20,26275839
3081,5,2620000
3082,11,81500
3083,23,339275000
3084,13,2772001
3085,4,6039485
3086,1,1000000
3087,1,100000
3088,0,0
3089,1,783998
3090,0,0
3091,0,0
3092,2,51100
3093,3,795736
3094,1,5000000
3095,3,1461840
3096,0,0
3097,1,51965
3098,0,0
3099,92,280949995
3100,16,39660296
3101,24,18938819
3102,5,6141373
3103,1,100000
3104,0,0
3105,0,0
3106,9,18983543
3107,17,7900195
3108,1,100000
3109,8,160000
3110,1,50000
3111,3,529018
3112,2,242469
3113,69,116144412
3114,10,779913
3115,2,3333462
3116,0,0
3117,55,58369612
3118,1,195347
3119,0,0
3120,69,104768911
3121,2,200000
3122,1,308437
3123,3,4188103
3124,1,16973
3125,0,0
3126,7,26259929
3127,0,0
3128,1,200000
3129,1,316651
3130,1,100000
3131,0,0
3132,1,25000
3133,1,1964327
3134,10,1881337
3135,0,0
3136,4,166600
3137,2,138044
3138,3,1750000
3139,1,125000
3140,1,350000
3141,0,0
3142,0,0
3143,2,1354613
3144,2,200000
3145,0,0
3146,1,20000
3147,0,0
3148,13,13517664
3149,6,10555001
3150,0,0
3151,9,10390935
3152,1,2000000
3153,0,0
3154,1,100000
3155,37,190308336
3156,7,23205526
3157,2,250000
3158,2,50000
3159,0,0
3160,4,4196925
3161,1,5000
3162,0,0
3163,2,300000
3164,0,0
3165,0,0
3166,1,100000
3167,1,60000
3168,3,200000
3169,1,786000
3170,1,2000000
3171,2,1300000
3172,7,4197079
3173,5,5183025
3174,0,0
3175,0,0
3176,0,0
3177,0,0
3178,3,110000
3179,4,21980546
3180,40,219637568
3181,1,40000
3182,0,0
3183,2,2600
3184,1,50000
3185,2,53132
3186,2,2100000
3187,3,1250000
3188,335,1983995491
3189,1,1000000
3190,2,11234
3191,1,100000
3192,0,0
3193,2,280322
3194,6,7200000
3195,3,1925100
3196,7,360002
3197,32,25528158
3198,53,125752393
3199,5,1367710
3200,3,376367
3201,30,700000
3202,0,0
3203,0,0
3204,0,0
3205,3,700000
3206,1,1000000
3207,1,5000
3208,8,11241686
3209,0,0
3210,1,2500
3211,0,0
3212,9,24442950
3213,4,4000000
3214,2,77904
3215,1,25000
3216,0,0
3217,0,0
3218,63,14295473
3219,5,67600
3220,3,1720000
3221,0,0
3222,0,0
3223,0,0
3224,0,0
3225,0,0
3226,3,1120000
3227,0,0
3228,6,19000
3229,1,31277
3230,4,467188
3231,1,64330
3232,22,14925692
3233,0,0
3234,0,0
3235,1,300000
3236,1,161472
3237,16,132040916
3238,0,0
3239,1,100000
3240,0,0
3241,1,100000
3242,4,653500
3243,9,6464173
3244,0,0
3245,0,0
3246,2,260000
3247,0,0
3248,16,33380000
3249,1,1300000
3250,0,0
3251,3,1410000
3252,1,260000
3253,0,0
3254,10,3185831
3255,1,100000
3256,0,0
3257,0,0
3258,2,7000
3259,18,1197498949
3260,8,15640858
3261,0,0
3262,3,14010542
3263,0,0
3264,5,1850000
3265,0,0
3266,0,0
3267,0,0
3268,1,1000000
3269,2,4250000
3270,1,100000
3271,2,530573
3272,3,1279287
3273,1,1050
3274,2,3000000
3275,2,460000
3276,25,83985756
3277,1,300000
3278,0,0
3279,0,0
3280,12,6220006
3281,9,3695694
3282,10,21796873
3283,3,5202364
3284,21,70680696
3285,1,20000
3286,2,2000000
3287,0,0
3288,11,99251598
3289,2,600000
3290,0,0
3291,6,3451244
3292,0,0
3293,0,0
3294,0,0
3295,1,50000
3296,1,500000
3297,4,114916
3298,0,0
3299,5,42000
3300,5,22074013
3301,1,100000
3302,24,23690000
3303,1,100000
3304,1,40000
3305,4,1748723
3306,0,0
3307,0,0
3308,0,0
3309,0,0
3310,1,60000
3311,15,40155536
3312,2,3500000
3313,0,0
3314,1,100000
3315,2,610665
3316,1,143829
3317,0,0
3318,9,514935
3319,1,22000
3320,0,0
3321,1,300000
3322,2,277890
3323,1,100000
3324,5,5100000
3325,22,141520272
3326,1,100000
3327,0,0
3328,0,0
3329,0,0
3330,2,28982
3331,0,0
3332,16,18248433
3333,1,60000
3334,48,109057147
3335,0,0
3336,8,6710713
3337,0,0
3338,7,8500000
3339,41,146400975
3340,5,1107200
3341,4,6800000
3342,0,0
3343,1,100000
3344,2,9500
3345,42,92100730
3346,1,100000
3347,2,18128788
3348,1,46427
3349,0,0
3350,0,0
3351,0,0
3352,0,0
3353,1,200000
3354,25,206100
3355,1,100000
3356,0,0
3357,0,0
3358,0,0
3359,1,100000
3360,65,67114267
3361,2,400000
3362,4,1930908
3363,1,55000
3364,0,0
3365,5,274000
3366,1,100000
3367,0,0
3368,0,0
3369,1,290000
3370,2,691718
3371,0,0
3372,13,15718904
3373,0,0
3374,1,8000000
3375,0,0
3376,0,0
3377,0,0
3378,1,100000
3379,1,343612
3380,0,0
3381,3,224150
3382,1,200000
3383,0,0
3384,2,370390
3385,0,0
3386,0,0
3387,2,12000
3388,3,405000
3389,1,10000
3390,12,1490387
3391,1,148770
3392,0,0
3393,0,0
3394,2,400000
3395,0,0
3396,0,0
3397,0,0
3398,0,0
3399,4,3171337
3400,0,0
3401,1,100000
3402,4,340000
3403,1,200000
3404,3,1058644
3405,0,0
3406,2,789176
3407,0,0
3408,3,16840000
3409,0,0
3410,1,2000000
3411,1,100000
3412,1,300000
3413,12,29380000
3414,0,0
3415,0,0
3416,0,0
3417,0,0
3418,2,5156207
3419,0,0
3420,0,0
3421,8,14395000
3422,7,4528454
3423,4,15000000
3424,2,115000
3425,2,11050
3426,1,100000
3427,1,88538
3428,75,239491951
3429,0,0
3430,3,220000
3431,1,252699
3432,1,432464
3433,1,32103
3434,0,0
3435,1,150000
3436,2,5000
3437,1,20000
3438,5,1740184
3439,3,650000
3440,4,2130907
3441,1,1050
3442,2,20000
3443,15,799395
3444,0,0
3445,8,5700000
3446,7,16140000
3447,0,0
3448,13,11116406
3449,0,0
3450,2,500000
3451,2,160000
3452,1,2000
3453,13,36542258
3454,1,100000
3455,0,0
3456,0,0
3457,15,14390787
3458,5,786747
3459,7,514422
3460,1,53634
3461,1,20000
3462,1,199000
3463,18,680000
3464,41,236006508
3465,0,0
3466,0,0
3467,2,101234
3468,0,0
3469,2,440000
3470,0,0
3471,0,0
3472,5,2303654
3473,1,45000
3474,1,180000
3475,2,31050
3476,2,19000
3477,0,0
3478,0,0
3479,0,0
3480,1,250000
3481,48,70248610
3482,116,67454516
3483,0,0
3484,0,0
3485,0,0
3486,2,2499777
3487,1,1000000
3488,3,784126
3489,1,60000
3490,2,425217
3491,0,0
3492,4,146000
3493,0,0
3494,1,1800000
3495,2,800000
3496,6,3950000
3497,0,0
3498,6,920137
3499,5,1215380
3500,0,0
3501,0,0
3502,1,2000000
3503,1,3000000
3504,0,0
3505,2,1300000
3506,155,11986431
3507,2,40000
3508,0,0
3509,2,500000
3510,0,0
3511,0,0
3512,1,20000
3513,4,186050
3514,435,983050323
3515,11,5810270
3516,0,0
3517,2,200000
3518,3,522185
3519,0,0
3520,1,250000
3521,0,0
3522,5,500000
3523,1,100000
3524,0,0
3525,0,0
3526,6,8067507
3527,1,60000
3528,0,0
3529,0,0
3530,1,50000
3531,13,463212
3532,0,0
3533,2,627551
3534,2,135000
3535,1,104367
3536,1,698023
3537,0,0
3538,0,0
3539,5,22279544
3540,1,100000
3541,2,10500000
3542,0,0
3543,0,0
3544,1,500000
3545,2,600000
3546,1,99848
3547,1,103135
3548,0,0
3549,3,1275000
3550,12,9069398
3551,1,20000
3552,1,70000
3553,87,169603357
3554,9,1775896
3555,1,631548
3556,0,0
3557,3,596812
3558,4,3598935
3559,3,52587
3560,0,0
3561,0,0
3562,78,375414944
3563,2,40000
3564,7,79277
3565,0,0
3566,1,100000
3567,1,1615769
3568,1,391873
3569,0,0
3570,1,100000
3571,0,0
3572,0,0
3573,7,5748242
3574,4,60000
3575,1,200000
3576,2,210014
3577,1,60000
3578,3,679154
3579,1,544091
3580,0,0
3581,1,60000
3582,5,450000
3583,0,0
3584,1,1138872
3585,89,447031558
3586,9,14324416
3587,5,730397
3588,0,0
3589,0,0
3590,14,18977641
3591,4,145000
3592,5,2400000
3593,0,0
3594,0,0
3595,1,1500000
3596,5,2329731
3597,1,5000000
3598,5,2298180
3599,1,1970013
3600,0,0
3601,1,31337
3602,3,766929
3603,0,0
3604,0,0
3605,1,600000
3606,3,2026234
3607,0,0
3608,0,0
3609,1,10000000
3610,0,0
3611,1,500000
3612,2,131337
3613,1,100000
3614,0,0
3615,1,300000
3616,1,2500000
3617,9,1607489
3618,0,0
3619,44,54488998
3620,1,250000
3621,0,0
3622,0,0
3623,6,774096
3624,4,636166
3625,2,40000
3626,3,212312
