nid,openchannels,capacity
5378,2,274768
5379,0,0
5380,186,1902554380
5381,0,0
5382,0,0
5383,2,490000
5384,0,0
5385,3,125914
5386,0,0
5387,0,0
5388,2,349173
5389,3,6818400
5390,2,1977069
5391,1,698516
5392,22,4750645
5393,17,27291524
5394,0,0
5395,2,2000000
5396,0,0
5397,6,35838651
5398,3,4350000
5399,1,50000
5400,1,200000
5401,0,0
5402,4,33000
5403,19,28430667
5404,3,27277
5405,1,100000
5406,1,100000
5407,3,1300000
5408,1,2500000
5409,4,137748
5410,1,100000
5411,71,1877613
5412,0,0
5413,1,594751
5414,10,2027002
5415,2,500222
5416,2,2000000
5417,1,20000
5418,1,70000
5419,0,0
5420,3,1143845
5421,1,100000
5422,5,3165000
5423,0,0
5424,0,0
5425,0,0
5426,0,0
5427,0,0
5428,1,51888
5429,5,2299643
5430,2,220000
5431,0,0
5432,1,250000
5433,3,370979
5434,0,0
5435,2,175000
5436,1,269947
5437,1,864752
5438,1,50000
5439,0,0
5440,1,2020000
5441,0,0
5442,3,186858
5443,1,100000
5444,4,310640
5445,3,1500000
5446,1,486600
5447,9,21683428
5448,0,0
5449,16,64695800
5450,1,300000
5451,3,699088
5452,0,0
5453,8,1234009
5454,42,180283237
5455,6,6400000
5456,3,1348406
5457,2,7000
5458,2,50000
5459,0,0
5460,0,0
5461,18,11734955
5462,1,100000
5463,1,100000
5464,0,0
5465,0,0
5466,2,300000
5467,10,3040000
5468,0,0
5469,0,0
5470,0,0
5471,8,4310000
5472,5,1121704
5473,0,0
5474,3,102600
5475,7,445713
5476,1,200000
5477,6,35000
5478,0,0
5479,1,91215
5480,1,1500000
5481,7,2700000
5482,0,0
5483,1,700000
5484,13,984042
5485,3,980000
5486,0,0
5487,5,2100000
5488,3,4334
5489,0,0
5490,7,18931172
5491,13,6707000
5492,0,0
5493,0,0
5494,4,2810000
5495,1,250000
5496,3,13100000
5497,0,0
5498,0,0
5499,0,0
5500,1,250000
5501,2,50000
5502,0,0
5503,0,0
5504,0,0
5505,0,0
5506,0,0
5507,8,5497252
5508,0,0
5509,4,1519310
5510,5,3597560
5511,0,0
5512,19,36100
5513,0,0
5514,0,0
5515,16,2307800
5516,1,300000
5517,4,203500
5518,0,0
5519,8,263700
5520,0,0
5521,1,500000
5522,0,0
5523,0,0
5524,9,5540147
5525,0,0
5526,39,129501030
5527,2,1050000
5528,0,0
5529,0,0
5530,7,25119339
5531,18,7763834
5532,6,481767
5533,1,20000
5534,0,0
5535,0,0
5536,0,0
5537,0,0
5538,2,587206
5539,1,10000000
5540,47,170718793
5541,1,100000
5542,3,72600
5543,1,25000
5544,8,6241000
5545,1,1271027
5546,26,24737950
5547,0,0
5548,3,273632
5549,7,499912
5550,4,805558
5551,1,60000
5552,6,547771
5553,11,49439092
5554,23,35681337
5555,0,0
5556,0,0
5557,3,543450
5558,1,50000
5559,2,304427
5560,4,411337
5561,5,733059
5562,0,0
5563,7,20400000
5564,2,1500000
5565,1,3000000
5566,0,0
5567,14,16125451
5568,3,1190000
5569,0,0
5570,1,25000
5571,6,2262865
5572,4,1032093
5573,0,0
5574,1,100000
5575,0,0
5576,2,4100000
5577,0,0
5578,0,0
5579,0,0
5580,1,194471
5581,3,301234
5582,4,4000000
5583,1,60000
5584,3,5538000
5585,0,0
5586,14,36697108
5587,1,60738
5588,3,26050
5589,0,0
5590,5,23181659
5591,190,411706156
5592,0,0
5593,25,50914083
5594,13,348800
5595,1,60000
5596,1,5000000
5597,0,0
5598,0,0
5599,0,0
5600,0,0
5601,7,4291368
5602,1,94214
5603,6,37500000
5604,0,0
5605,3,1140603
5606,0,0
5607,3,1569768
5608,9,26431647
5609,2,300000
5610,1,100000
5611,2,90000
5612,22,22730391
5613,0,0
5614,0,0
5615,51,361157656
5616,2,320000
5617,0,0
5618,0,0
5619,6,619264
5620,1,100000
5621,1,260408
5622,0,0
5623,0,0
5624,1,2000
5625,4,3394792
5626,0,0
5627,1,364747
5628,2,405000
5629,5,6705983
5630,1,5000
5631,0,0
5632,0,0
5633,3,520000
5634,4,91337
5635,0,0
5636,0,0
5637,0,0
5638,1,24758
5639,1,104297
5640,3,1150000
5641,0,0
5642,10,28000
5643,3,19492418
5644,0,0
5645,16,5906337
5646,10,10232049
5647,0,0
5648,0,0
5649,13,1315610
5650,2,127950
5651,0,0
5652,0,0
5653,3,60000
5654,1,1509678
5655,10,7482119
5656,1,100000
5657,5,1360000
5658,3,2018001
5659,1,500000
5660,4,3911269
5661,6,2432372
5662,1,30000
5663,1,10000
5664,0,0
5665,4,14170007
5666,81,392502740
5667,0,0
5668,18,23960701
5669,2,11500
5670,14,48265796
5671,0,0
5672,31,215613698
5673,21,174396
5674,2,11150
5675,0,0
5676,0,0
5677,0,0
5678,2,200000
5679,0,0
5680,0,0
5681,0,0
5682,5,28398524
5683,4,395500
5684,2,2192904
5685,1,1100
5686,1,250000
5687,8,7309492
5688,3,180000
5689,7,19609319
5690,5,790000
5691,6,494309
5692,1,210000
5693,0,0
5694,1,1000000
5695,4,6200
5696,9,875224
5697,0,0
5698,0,0
5699,3,2510650
5700,24,11354144
5701,0,0
5702,0,0
5703,33,74528295
5704,1,100000
5705,0,0
5706,1,25000
5707,6,4188112
5708,2,40000
5709,4,303149
5710,0,0
5711,3,1130873
5712,0,0
5713,1,2000
5714,5,11300000
5715,3,1400000
5716,0,0
5717,1,22000
5718,0,0
5719,0,0
5720,1,20000
5721,1,325189
5722,8,1686041
5723,1,200000
5724,27,119731000
5725,1,100000
5726,5,350397
5727,1,16777215
5728,1,150000
5729,3,14000
5730,3,188000
5731,2,33554430
5732,2,4000
5733,16,53527840
5734,10,32006
5735,4,234821
5736,0,0
5737,1,100000
5738,7,31583554
5739,0,0
5740,0,0
5741,0,0
5742,2,1499695
5743,1,100000
5744,0,0
5745,1,38668
5746,8,500000
5747,0,0
5748,0,0
5749,0,0
5750,7,4077570
5751,0,0
5752,0,0
5753,0,0
5754,2,2022785
5755,5,3938735
5756,0,0
5757,4,10131000
5758,5,11920000
5759,1,1047664
5760,21,111144437
5761,13,620000
5762,3,222697
5763,0,0
5764,6,1205590
5765,5,42000
5766,0,0
5767,0,0
5768,0,0
5769,19,692000
5770,2,21050
5771,4,2012142
5772,5,1882221
5773,5,171809
5774,0,0
5775,1,100000
5776,0,0
5777,0,0
5778,0,0
5779,0,0
5780,1,462068
5781,0,0
5782,2,40000
5783,1,50000
5784,0,0
5785,0,0
5786,0,0
5787,4,7150
5788,33,120921935
5789,26,200185410
5790,1,100000
5791,1,100000
5792,0,0
5793,0,0
5794,0,0
5795,0,0
5796,0,0
5797,0,0
5798,1,50000
5799,2,115000
5800,1,385000
5801,0,0
5802,1,2000
5803,2,4700000
5804,0,0
5805,0,0
5806,9,14960737
5807,1,5000
5808,0,0
5809,0,0
5810,0,0
5811,2,2286000
5812,5,4900000
5813,9,291651
5814,3,251000
5815,3,89000
5816,1,40231
5817,0,0
5818,1,744639
5819,1,1450000
5820,3,763377
5821,1,440000
5822,0,0
5823,1,400000
5824,4,11699000
5825,3,19877215
5826,0,0
5827,3,6285093
5828,3,12044936
5829,18,35736789
5830,5,11921217
5831,0,0
5832,0,0
5833,1,25000
5834,1,100000
5835,0,0
5836,1,300000
5837,2,500000
5838,1,90300
5839,9,10330001
5840,1,3000
5841,0,0
5842,2,210000
5843,3,76050
5844,5,409037
5845,0,0
5846,2,350000
5847,0,0
5848,1,9757041
5849,3,1270296
5850,4,608313
5851,0,0
5852,0,0
5853,3,160000
5854,0,0
5855,4,169388
5856,0,0
5857,3,164481
5858,1,20000
5859,3,415525
5860,2,7500000
5861,1,100000
5862,6,787400
5863,31,44505587
5864,0,0
5865,0,0
5866,2,200000
5867,6,2551576
5868,1,182739
5869,2,4000
5870,2,16967037
5871,1,600000
5872,1,1000000
5873,1,333333
5874,139,372787844
5875,1,26081
5876,1,424093
5877,2,532508
5878,0,0
5879,1,100000
5880,0,0
5881,0,0
5882,0,0
5883,0,0
5884,3,376750
5885,0,0
5886,0,0
5887,3,285197
5888,1,2222
5889,1,1329564
5890,1,60000
5891,1,83759
5892,1,1000000
5893,3,940096
5894,0,0
5895,1,490000
5896,0,0
5897,0,0
5898,2,16618006
5899,1,100000
5900,0,0
5901,0,0
5902,3,22600000
5903,0,0
5904,1,100000
5905,7,31508552
5906,2,200000
5907,9,7048480
5908,1,500000
5909,2,161337
5910,15,92020000
5911,2,14200000
5912,1,23557
5913,0,0
5914,0,0
5915,2,200000
5916,1,10000
5917,2,434727
5918,0,0
5919,0,0
5920,1,10000000
5921,5,12137148
5922,1,100000
5923,1,1100
5924,4,9996941
5925,0,0
5926,0,0
5927,1,100000
5928,1,300000
5929,15,78493332
5930,1,50000
5931,2,1738326
5932,0,0
5933,9,15188265
5934,2,290000
5935,0,0
5936,1,500000
5937,2,458691
5938,9,16876472
5939,1,38879
5940,1,5000
5941,1,40000
5942,1,500000
5943,0,0
5944,3,115779
5945,1,64151
5946,1,190410
5947,4,400000
5948,0,0
5949,36,69037437
5950,0,0
5951,95,607608338
5952,3,11279324
5953,3,613715
5954,0,0
5955,4,3200000
5956,1,60000
5957,0,0
5958,308,1918232049
5959,2,400000
5960,10,1117684
5961,0,0
5962,1,500000
5963,0,0
5964,0,0
5965,2,1250000
5966,0,0
5967,4,3997750
5968,1,162069
5969,0,0
5970,2,532508
5971,6,122000
5972,1,50000
5973,2,1077965
5974,3,2170625
5975,3,120000
5976,0,0
5977,3,1533089
5978,0,0
5979,1,60000
5980,0,0
5981,14,15643805
5982,1,997547
5983,14,86250
5984,3,1155000
5985,3,3209495
5986,1,100000
5987,1,78281
5988,0,0
5989,0,0
5990,0,0
5991,3,181337
5992,0,0
5993,1,1600000
5994,1,704458
5995,1,60000
5996,2,3810046
5997,4,369097
5998,0,0
5999,0,0
6000,1,2000
6001,1,50000
6002,2,2000000
6003,0,0
6004,1,118012
6005,10,2524177
6006,0,0
6007,0,0
6008,2,15000
6009,1,498000
6010,1,100000
6011,3,3625432
6012,6,6781310
6013,1,4670000
6014,0,0
6015,8,4114596
6016,1,100000
6017,3,243323
6018,0,0
6019,30,11773835
6020,2,2000000
6021,0,0
6022,19,32430756
6023,7,1230183
6024,0,0
6025,0,0
6026,1,75000
6027,0,0
6028,0,0
6029,2,1300000
6030,28,60576597
6031,0,0
6032,1,60000
6033,2,2600
6034,1,100000
6035,19,28785868
6036,13,14336044
6037,1,38322
6038,1,100000
6039,1,20000
6040,1,240000
6041,1,2000
6042,2,20000000
6043,1,755953
6044,1,100000
6045,1,404137
6046,8,700000
6047,2,3832002
6048,5,1876341
6049,2,201100
6050,8,7509524
6051,0,0
6052,2,1950000
6053,29,20436202
6054,0,0
6055,1,50000
6056,4,2158553
6057,0,0
6058,0,0
6059,0,0
6060,6,3815552
6061,0,0
6062,2,2000000
6063,39,411131863
6064,0,0
6065,2,1600000
6066,1,1234567
6067,35,856000
6068,1,30000
6069,4,1376667
6070,1,1431197
6071,5,752955
6072,0,0
6073,1,450000
6074,6,8199975
6075,0,0
6076,0,0
6077,0,0
6078,5,6250000
6079,3,266223
6080,39,66958492
6081,2,83000
6082,0,0
6083,1,100000
6084,0,0
6085,356,2087104027
6086,6,16954862
6087,2,13999040
6088,17,17682800
6089,158,873789675
6090,2,1500000
6091,0,0
6092,0,0
6093,0,0
6094,13,33507596
6095,1,150000
6096,0,0
6097,6,341408
6098,0,0
6099,0,0
6100,0,0
6101,1,100000
6102,0,0
6103,1,100000
6104,0,0
6105,0,0
6106,2,163288
6107,2,86263
6108,1,100000
6109,5,698168
6110,14,274653
6111,11,13234934
6112,1,60000
6113,5,5000000
6114,0,0
6115,57,153176833
6116,1,100000
6117,1,757622
6118,3,121144
6119,0,0
6120,0,0
6121,1,500000
6122,1,114793
6123,1,50000
6124,2,4020000
6125,0,0
6126,0,0
6127,6,877314
6128,0,0
6129,1,1200000
6130,4,450869
6131,0,0
6132,0,0
6133,1,250000
6134,57,228348738
6135,0,0
6136,0,0
6137,2,5083958
6138,4,330039
6139,0,0
6140,3,351000
6141,1,60000
6142,1,2000
6143,1,237933
6144,6,101000
6145,0,0
6146,269,4342774426
6147,1,44761
6148,0,0
6149,7,3592483
6150,2,1372334
6151,0,0
6152,0,0
6153,0,0
6154,1,100000
6155,1,100000
6156,0,0
6157,1,100000
6158,4,17500000
6159,2,40000
6160,0,0
6161,2,2600000
6162,1,90000
6163,11,6734452
6164,2,20000
6165,0,0
6166,12,42019471
6167,0,0
6168,0,0
6169,5,336325
6170,1,5000000
6171,2,275000
6172,0,0
6173,4,197028
6174,4,949332
6175,1,297915
6176,1,100000
6177,1,3000000
6178,3,241000
6179,1,20000
6180,0,0
6181,2,354676
6182,0,0
6183,0,0
6184,0,0
6185,0,0
6186,1,44108
6187,0,0
6188,0,0
6189,3,1500000
6190,0,0
6191,2,3445302
6192,1,93613
6193,0,0
6194,0,0
6195,0,0
6196,2,97190
6197,6,3799000
6198,2,2220000
6199,4,2211147
6200,0,0
6201,0,0
6202,0,0
6203,1,100000
6204,93,563615175
6205,0,0
6206,9,2090288
6207,4,1246076
6208,1,2000
6209,6,106240
6210,0,0
6211,2,2300000
6212,0,0
6213,1,250000
6214,0,0
6215,1,10000
6216,0,0
6217,0,0
6218,5,123000
6219,0,0
6220,11,11258496
6221,0,0
6222,2,247001
6223,0,0
6224,13,2887183
6225,10,14868340
6226,287,1218527501
6227,0,0
6228,16,151200
6229,0,0
6230,1,300000
6231,1,1000000
6232,0,0
6233,0,0
6234,1,100000
6235,2,519866
6236,2,2300
6237,6,20322324
6238,0,0
6239,1,20000
6240,86,178883414
6241,3,5020000
6242,1,100000
6243,1,100000
6244,1,1000000
6245,0,0
6246,2,17277215
6247,1,10000
6248,2,110229
6249,1,1000000
6250,0,0
6251,281,1746477289
6252,4,84600
6253,1,100000
6254,2,1110000
6255,0,0
6256,4,313441
6257,1,77696
6258,10,5153718
6259,6,809401
6260,1,100000
6261,0,0
6262,0,0
6263,1,100000
6264,4,1124260
6265,2,263970
6266,2,6000000
6267,5,1262694
6268,0,0
6269,0,0
6270,2,22000
6271,1,60000
6272,0,0
6273,3,800000
6274,0,0
6275,4,942151
6276,10,3256892
6277,6,1564776
6278,1,400000
6279,16,34605228
6280,0,0
6281,0,0
6282,2,117930
6283,0,0
6284,1,3000000
6285,4,1008426
6286,0,0
6287,1,110000
6288,0,0
6289,15,1230944
6290,0,0
6291,0,0
6292,0,0
6293,1,200000
6294,1,315000
6295,11,6331337
6296,4,81500
6297,0,0
6298,0,0
6299,0,0
6300,32,35020446
6301,4,760000
6302,0,0
6303,0,0
6304,9,294076427
6305,7,7764997
6306,0,0
6307,0,0
6308,1,100000
6309,0,0
6310,13,20269019
6311,0,0
6312,0,0
6313,2,127363
6314,14,154100
6315,1,150000
6316,1,20000
6317,8,5340000
6318,0,0
6319,17,33256354
6320,14,17618861
6321,0,0
6322,1,50000
6323,0,0
6324,0,0
6325,10,3079041
6326,0,0
6327,3,101337
6328,1,273000
6329,27,2110100
6330,0,0
6331,2,10000
6332,0,0
6333,0,0
6334,0,0
6335,41,120907584
6336,6,919471
6337,4,1165184
6338,0,0
6339,10,9320000
6340,0,0
6341,0,0
6342,13,1500000
6343,0,0
6344,0,0
6345,0,0
6346,0,0
6347,0,0
6348,6,6249639
6349,8,6615000
6350,2,100000
6351,0,0
6352,0,0
6353,1,200000
6354,23,2881710
6355,3,940000
6356,1,100000
6357,18,33412530
6358,0,0
6359,0,0
6360,1,1058395
6361,303,920339892
6362,7,509362
6363,1,250000
6364,1,113400
6365,4,11550000
6366,0,0
6367,2,195615
6368,1,5000
6369,0,0
6370,2,403514
6371,7,2450000
6372,0,0
6373,0,0
6374,0,0
6375,1,50000
6376,0,0
6377,4,500000
6378,0,0
6379,2,17327215
6380,0,0
6381,12,10200000
6382,21,19300000
6383,1,300000
6384,1,51401
6385,2,532508
6386,2,7000000
6387,1,1000000
6388,1,100000
6389,4,10131337
6390,0,0
6391,1,111290
6392,2,1596267
6393,1,61064
6394,5,215722
6395,2,390000
6396,0,0
6397,3,176337
6398,59,109293722
6399,0,0
6400,5,1921554
6401,11,4616801
6402,8,710642
6403,1,100000
6404,4,790732
6405,1,1000000
6406,156,847030569
6407,1,300000
6408,1,100000
6409,0,0
6410,1,90000
6411,5,5029398
6412,4,139000
6413,4,3293600
6414,11,1595772
6415,5,34532696
6416,6,14357639
6417,2,320000
6418,1,176000
6419,1,200000
6420,1,100000
6421,0,0
6422,0,0
6423,34,27016903
6424,0,0
6425,0,0
6426,39,898304
6427,0,0
6428,1,200000
6429,0,0
6430,12,5760000
6431,2,612000
6432,1,1000000
6433,6,4201588
6434,17,39634333
6435,0,0
6436,4,136989
6437,0,0
6438,2,1002000
6439,4,3192961
6440,0,0
6441,1,177080
6442,21,29478802
6443,3,440000
6444,1,100000
6445,0,0
6446,3,243790
6447,0,0
6448,3,1500000
6449,1,1050
6450,0,0
6451,0,0
6452,0,0
6453,0,0
6454,5,4091337
6455,0,0
6456,1,100000
6457,107,13123720
6458,0,0
6459,0,0
6460,2,354985
6461,5,414000
6462,1,400000
6463,0,0
6464,1,20000
6465,1,100000
6466,35,53679955
6467,0,0
6468,2,254345
6469,2,150000
6470,4,801630
6471,1,102148
6472,20,344900
6473,1,126852
6474,6,18100
6475,4,13650000
6476,1,267041
6477,0,0
6478,0,0
6479,1,60000
6480,2,101100
6481,2,231340
6482,5,1170000
6483,1,100000
6484,0,0
6485,3,2711100
6486,3,257630
6487,0,0
6488,2,120000
6489,0,0
6490,20,27917840
6491,1,55000
6492,1,84913
6493,1,60000
6494,6,541361
6495,4,400000
6496,2,912000
6497,0,0
6498,0,0
6499,0,0
6500,0,0
6501,3,1218171
6502,2,119691
6503,6,22815924
6504,1,76724
6505,0,0
6506,0,0
6507,1,1000000
6508,1,200000
6509,0,0
6510,12,538410
6511,1,100000
6512,1,1000000
6513,0,0
6514,2,350000
6515,1,250000
6516,0,0
6517,1,525658
6518,0,0
6519,1,24000
6520,1,5000000
6521,1,60000
6522,0,0
6523,1,177561
6524,1,27361
6525,0,0
6526,0,0
6527,0,0
6528,4,233166
6529,1,5000
6530,312,1816779404
6531,2,1331057
6532,0,0
6533,1,176376
6534,1,60000
6535,3,696234
6536,0,0
6537,0,0
6538,2,95430
6539,50,65031757
6540,38,62299890
6541,0,0
6542,0,0
6543,0,0
6544,4,6550
6545,0,0
6546,1,118281
6547,0,0
6548,10,2773737
6549,1,60000
6550,1,200000
6551,7,1050620
6552,0,0
6553,0,0
6554,0,0
6555,1,50000
6556,1,90000
6557,3,3431248
6558,2,618176
6559,17,1456830
6560,9,9091014
6561,1,3013460
6562,4,1046935
6563,1,500000
6564,2,1747897
6565,0,0
6566,1,386910
6567,0,0
6568,28,39105253
6569,10,77050000
6570,2,245340
6571,2,2200000
6572,1,100000
6573,0,0
6574,0,0
6575,1,2000
6576,6,16359188
6577,3,1058639
6578,3,654988
6579,1,60000
6580,3,16850858
6581,1,185400
6582,7,471686
6583,0,0
6584,4,3394359
6585,0,0
6586,21,34800000
6587,0,0
6588,0,0
6589,3,130000
6590,0,0
6591,1,500000
6592,0,0
6593,0,0
6594,14,25790631
6595,0,0
6596,1,2000000
6597,0,0
6598,2,62675
6599,82,184281366
6600,0,0
6601,28,36523589
6602,1,151357
6603,1,100000
6604,1,54700
6605,3,300000
6606,17,35148661
6607,2,26756576
6608,0,0
6609,1,150000
6610,5,1085077
6611,4,4581337
6612,1,20000
6613,0,0
6614,1,900000
6615,2,289453
6616,16,17643026
6617,1,100000
6618,5,124153
6619,5,461484
6620,1,2000
6621,0,0
6622,1,40000
6623,1,597538
6624,1,100000
6625,5,2400000
6626,1,400000
6627,0,0
6628,1,176716
6629,16,14337522
6630,0,0
6631,0,0
6632,1,2000
6633,2,142000
6634,1,100000
6635,15,22177121
6636,0,0
6637,2,220000
6638,1,200000
6639,1,100000
6640,0,0
6641,0,0
6642,1,2000
6643,1,10000
6644,1,100000
6645,0,0
6646,0,0
6647,0,0
6648,0,0
6649,0,0
6650,14,15059808
6651,0,0
6652,1,450000
6653,0,0
6654,2,40000
6655,1,100000
6656,8,130084348
6657,1,10000
6658,1,400000
6659,3,154261
6660,1,100000
6661,0,0
6662,14,6068806
6663,19,88558387
6664,0,0
6665,0,0
6666,2,130000
6667,7,1600000
6668,4,5925001
6669,0,0
6670,0,0
6671,1,393588
6672,22,29300000
6673,1,40000
6674,1,100000
6675,1,450000
6676,0,0
6677,1,1500000
6678,2,1349500
6679,1,60000
6680,0,0
6681,1,100000
6682,0,0
6683,0,0
6684,2,11100
6685,17,26942915
6686,2,354493
6687,12,8545000
6688,6,3930000
6689,2,600000
6690,4,3118000
6691,0,0
6692,1,151530
6693,2,60000
6694,1,1050
6695,0,0
6696,1,60000
6697,1,5000
6698,1,10334
6699,21,204000000
6700,1,100000
6701,111,294603670
6702,5,359870
6703,1,100000
6704,2,290424
6705,0,0
6706,1,50000
6707,19,1377237
6708,1,100000
6709,5,940000
6710,0,0
6711,7,10249607
6712,1,3020000
6713,0,0
6714,3,2989197
6715,3,46360
6716,0,0
6717,2,992668
6718,2,76074
6719,1,20000
6720,2,51500
6721,0,0
6722,4,1350000
6723,1,2000000
6724,8,7500000
6725,21,21632144
6726,8,20448274
6727,8,1432304
6728,1,200000
6729,1,500000
6730,0,0
6731,0,0
6732,2,2806213
6733,8,17490000
6734,6,108241652
6735,4,322194
6736,0,0
6737,3,725933
6738,6,3259000
6739,41,196988876
6740,0,0
6741,6,1665225
6742,0,0
6743,5,5183223
6744,0,0
6745,0,0
6746,0,0
6747,0,0
6748,1,40000
6749,380,2426623785
6750,3,4600
6751,2,244988
6752,2,498034
6753,4,803692
6754,15,39800000
6755,1,500000
6756,0,0
6757,0,0
6758,0,0
6759,0,0
6760,1,105203
6761,4,3256237
6762,0,0
6763,0,0
6764,2,1100000
6765,1,333282
6766,34,35168988
6767,0,0
6768,0,0
6769,2,384510
6770,6,5224500
6771,0,0
6772,152,689609793
6773,48,431422393
6774,5,5931337
6775,0,0
6776,1,60000
6777,7,1034462
6778,15,48668214
6779,1,29604
6780,0,0
6781,0,0
6782,0,0
6783,2,11046894
6784,0,0
6785,0,0
6786,0,0
6787,2,270000
6788,1,100000
6789,0,0
6790,0,0
6791,58,327151918
6792,3,70000
6793,19,14772269
6794,0,0
6795,0,0
6796,0,0
6797,4,9781105
6798,0,0
6799,1,20000
6800,0,0
6801,1,1000000
6802,1,290000
6803,2,3750000
6804,3,300000
6805,2,2133935
6806,4,1228735
6807,5,7250000
6808,20,14799795
6809,0,0
6810,9,7685226
6811,1,489408
6812,2,750000
6813,0,0
6814,3,5500
6815,0,0
6816,5,1950000
6817,0,0
6818,3,438530
6819,4,1399394
6820,0,0
6821,0,0
6822,2,2259787
6823,0,0
6824,2,4000
6825,0,0
6826,169,516680260
6827,2,355345
6828,0,0
6829,4,10140000
6830,1,998811
6831,0,0
6832,1,100000
6833,4,5311969
6834,7,1904603
6835,0,0
6836,0,0
6837,0,0
6838,1,1000000
6839,2,700000
6840,0,0
6841,0,0
6842,1,100000
6843,1,215000
6844,1,58443
6845,0,0
6846,2,274166
6847,14,36758528
6848,20,57220919
6849,0,0
6850,4,1961421
6851,5,2451998
6852,1,480000
6853,3,128962
6854,14,2412330
6855,1,237595
6856,2,370000
6857,0,0
6858,1,20000
6859,0,0
6860,0,0
6861,0,0
6862,2,1179640
6863,0,0
6864,2,791944
6865,3,851337
6866,10,19391484
6867,0,0
6868,1,1070000
6869,1,1500
6870,4,170994
6871,0,0
6872,4,31500
6873,0,0
6874,0,0
6875,1,134510
6876,4,893279
6877,6,2576166
6878,1,100000
6879,9,28400000
6880,4,600000
6881,1,40000
6882,1,200000
6883,7,25618321
6884,1,1000000
6885,1,1000000
6886,19,32040000
6887,1,60000
6888,0,0
6889,0,0
6890,0,0
6891,2,2000000
6892,0,0
6893,1,100000
6894,1,200000
6895,1,100000
6896,1,766991
6897,43,59514543
6898,5,4494826
6899,10,88327561
6900,10,575210
6901,0,0
6902,0,0
6903,0,0
6904,107,52134438
6905,1,50000
6906,1,150000
6907,0,0
6908,201,323972562
6909,1,1000000
6910,1,70000
6911,0,0
6912,1,125000
6913,0,0
6914,0,0
6915,7,705717
6916,0,0
6917,48,37691994
6918,0,0
6919,0,0
6920,1,100000
6921,1,60000
6922,1,4970000
6923,4,997235
6924,4,280621
6925,74,52846878
6926,14,23120818
6927,1,513592
6928,9,6740000
6929,1,60000
6930,69,116679108
6931,6,1398465
6932,33,5206211
6933,64,23867000
6934,0,0
6935,0,0
6936,0,0
6937,36,34624264
6938,1,97065
6939,0,0
6940,7,395458
6941,0,0
6942,4,314669
6943,6,8280000
6944,5,26600
6945,0,0
6946,1,6923798
6947,1,333333
6948,33,91826025
6949,1,87949
6950,0,0
6951,1,100000
6952,2,2500000
6953,0,0
6954,4,10744000
6955,4,1586644
6956,2,100000
6957,1,100000
6958,1,1000000
6959,0,0
6960,2,1980000
6961,5,424912
6962,1,900000
6963,2,172552
6964,18,32373474
6965,0,0
6966,10,31058717
6967,1,60000
6968,0,0
6969,1,3000000
6970,3,850000
6971,1,400000
6972,1,800000
6973,1,60000
6974,13,37946690
6975,0,0
6976,0,0
6977,2,320001
6978,2,180000
6979,0,0
6980,1,111708
6981,2,2000000
6982,2,200000
6983,0,0
6984,6,20394598
6985,1,2100000
6986,3,9000000
6987,9,48246467
6988,4,612500
6989,2,1714695
6990,3,205555
6991,1,4452939
6992,3,202600
6993,0,0
6994,1,60000
6995,1,500000
6996,2,40000
6997,4,611202
6998,1,60000
6999,1,24000
7000,4,2036772
7001,1,50000
7002,24,49338910
7003,0,0
7004,45,229450876
7005,0,0
7006,0,0
7007,39,108975
7008,1,150000
7009,0,0
7010,3,201050
7011,0,0
7012,0,0
7013,0,0
7014,0,0
7015,0,0
7016,1,408213
7017,1006,2048997502
7018,31,18830042
7019,0,0
7020,0,0
7021,1,300000
7022,1,990000
7023,12,29567391
7024,0,0
7025,3,569740
7026,3,457337
7027,6,140000
7028,11,43634197
7029,1,100000
7030,3,109345
7031,0,0
7032,1,90000
7033,1,300000
7034,0,0
7035,5,17961439
7036,0,0
7037,2,591544
7038,0,0
7039,0,0
7040,1,100000
7041,3,58600
7042,0,0
7043,0,0
7044,2,1200000
7045,0,0
7046,7,2123507
7047,0,0
7048,4,3504305
7049,0,0
7050,12,13523493
7051,4,205571
7052,3,52150
7053,1,60000
7054,8,296100
7055,1,90000
7056,9,235000
7057,9,16959360
7058,1,100000
7059,3,124646
7060,4,1085484
7061,9,116000
7062,3,1700000
7063,0,0
7064,0,0
7065,1,308333
7066,1,20000
7067,0,0
7068,13,7535995
7069,6,6000000
7070,4,1003184
7071,0,0
7072,1,65000
7073,5,34048
7074,1,50000
7075,1,160033
7076,0,0
7077,0,0
7078,2,600000
7079,0,0
7080,1,100000
7081,1,100000
7082,4,1200000
7083,0,0
7084,4,270000
7085,2,42000
7086,1,100000
7087,0,0
7088,15,121233368
7089,1,20000
7090,4,1377468
7091,13,6300000
7092,8,8051365
7093,2,8877
7094,30,22936804
7095,2,2451475
7096,0,0
7097,1,3456
7098,8,23581858
7099,0,0
7100,2,2877940
7101,1,1100
7102,0,0
7103,0,0
7104,2,230000
7105,1,131340
7106,8,1556842
7107,0,0
7108,5,1788994
7109,0,0
7110,0,0
7111,3,620000
7112,2,9000000
7113,9,32752689
7114,0,0
7115,1,344111
7116,2,1000000
7117,2,200000
7118,1,60000
7119,2,150477
7120,1,100000
7121,1,291485
7122,1,266501
7123,0,0
7124,3,1500000
7125,0,0
7126,0,0
7127,3,5340019
7128,0,0
7129,5,545406
7130,4,800000
7131,0,0
7132,1,100000
7133,1,100000
7134,3,75000
